Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
1662.65,126.866,-382.7,2.29,3024
1663.2,126.904,-377.1,3.21,3025
1663.75,126.94,-381.2,2.53,3026
1664.3,126.978,-377.2,3.18,3027
1664.85,127.015,-383.5,2.14,3028
1665.4,127.053,-379.5,2.79,3029
1665.95,127.09,-377,3.2,3030
1666.5,127.126,-380.3,2.65,3031
1667.05,127.164,-384.8,1.9,3032
1667.6,127.203,-383.2,2.16,3033
1668.15,127.243,-382.6,2.25,3034
1668.7,127.281,-380.4,2.61,3035
1669.25,127.319,-378.9,2.86,3036
1669.8,127.357,-386.1,1.66,3037
1670.35,127.397,-384.7,1.89,3038
1670.9,127.437,-383.5,2.08,3039
1671.45,127.476,-378,2.98,3040
1672,127.512,-375.9,3.33,3041
1672.55,127.548,-381.2,2.44,3042
1673.1,127.586,-379.2,2.77,3043
1673.65,127.622,-378.1,2.95,3044
1674.2,127.66,-383.5,2.04,3045
1674.75,127.698,-378,2.95,3046
1675.3,127.735,-374.1,3.59,3047
1675.85,127.773,-376.1,3.25,3048
1676.4,127.81,-378.7,2.81,3049
1676.95,127.846,-369.1,4.4,3050
1677.5,127.879,-375.3,3.36,3051
1678.05,127.913,-371.8,3.93,3052
1678.6,127.947,-369.4,4.32,3053
1679.15,127.979,-368.7,4.43,3054
1679.7,128.013,-375.1,3.36,3055
1680.25,128.047,-371.4,3.97,3056
1680.8,128.079,-376,3.2,3057
1681.35,128.113,-374.3,3.47,3058
1681.9,128.147,-375.5,3.26,3059
1682.45,128.182,-368.7,4.38,3060
1683,128.215,-379.6,2.56,3061
1683.55,128.249,-366.1,4.79,3062
1684.1,128.284,-370.8,4,3063
1684.65,128.317,-377.4,2.9,3064
1685.2,128.349,-370.2,4.08,3065
1685.75,128.38,-373.9,3.46,3066
1686.3,128.412,-365.8,4.79,3067
1686.85,128.443,-366.2,4.71,3068
1687.4,128.474,-370.1,4.06,3069
1687.95,128.506,-365.2,4.86,3070
1688.5,128.537,-371.3,3.84,3071
1689.05,128.567,-375.7,3.1,3072
1689.6,128.598,-372.2,3.66,3073
1690.15,128.631,-365,4.84,3074
1690.7,128.662,-361.2,5.46,3075
1691.25,128.694,-370.2,3.96,3076
1691.8,128.726,-373.9,3.34,3077
1692.35,128.759,-368,4.3,3078
1692.9,128.791,-366.2,4.59,3079
1693.45,128.822,-366.6,4.51,3080
1694,128.855,-374.7,3.16,3081
1694.55,128.889,-370.8,3.79,3082
1695.1,128.922,-370.2,3.88,3083
1695.65,128.956,-379.4,2.35,3084
1696.2,128.991,-372.3,3.52,3085
1696.75,129.024,-371.4,3.66,3086
1697.3,129.058,-365.6,4.61,3087
1697.85,129.09,-373,3.38,3088
1698.4,129.125,-374.5,3.12,3089
1698.95,129.158,-368.6,4.09,3090
1699.5,129.191,-370.3,3.8,3091
1700.05,129.224,-370.4,3.77,3092
1700.6,129.256,-365.6,4.56,3093
1701.15,129.287,-377.1,2.65,3094
1701.7,129.323,-375,2.98,3095
1702.25,129.358,-375.6,2.88,3096
1702.8,129.393,-366.6,4.35,3097
1703.35,129.425,-372.1,3.44,3098
1703.9,129.459,-374.3,3.06,3099
1704.45,129.493,-370,3.77,3100
1705,129.526,-373,3.26,3101
1705.55,129.56,-372.6,3.32,3102
1706.1,129.594,-371.7,3.46,3103
1706.65,129.627,-372.2,3.37,3104
1707.2,129.661,-373.9,3.08,3105
1707.75,129.696,-380.8,1.93,3106
1708.3,129.734,-377.8,2.42,3107
1708.85,129.77,-370,3.7,3108
1709.4,129.804,-372.3,3.31,3109
1709.95,129.838,-374.6,2.92,3110
1710.5,129.873,-373.6,3.08,3111
1711.05,129.907,-371.9,3.35,3112
1711.6,129.941,-378.1,2.31,3113
1712.15,129.977,-375.6,2.72,3114
1712.7,130.013,-374.4,2.91,3115
1713.25,130.049,-371.4,3.39,3116
1713.8,130.083,-382.4,1.57,3117
1714.35,130.122,-379,2.12,3118
1714.9,130.158,-374.7,2.82,3119
1715.45,130.194,-378.5,2.19,3120
1716,130.231,-380.1,1.91,3121
1716.55,130.268,-375.8,2.61,3122
1717.1,130.305,-374.9,2.75,3123
1717.65,130.341,-381.4,1.67,3124
1718.2,130.38,-381.5,1.64,3125
1718.75,130.417,-371.7,3.25,3126
1719.3,130.456,-386.7,0.77,3127
1719.85,130.496,-384.4,1.14,3128
1720.4,130.537,-378.2,2.15,3129
1720.95,130.575,-381.8,1.55,3130
1721.5,130.614,-383,1.34,3131
1722.05,130.655,-385.7,0.89,3132
1722.6,130.697,-384.7,1.04,3133
1723.15,130.738,-384.9,1,3134
1723.7,130.78,-386,0.81,3135
1724.25,130.822,-385.4,0.9,3136
1724.8,130.865,-391.9,-0.18,3137
1725.35,130.91,-388.2,0.42,3138
1725.9,130.954,-386.9,0.63,3139
1726.45,130.998,-387.9,0.46,3140
1727,131.041,-388.2,0.4,3141
1727.55,131.085,-385.9,0.77,3142
1728.1,131.128,-388.4,0.35,3143
1728.65,131.173,-392.4,-0.32,3144
1729.2,131.219,-388,0.4,3145
1729.75,131.264,-387.4,0.49,3146
1730.3,131.308,-389.9,0.07,3147
1730.85,131.353,-385.7,0.75,3148
1731.4,131.396,-391.6,-0.23,3149
1731.95,131.442,-390.9,-0.12,3150
1732.5,131.488,-400.2,-1.67,3151
1733.05,131.541,-397.1,-1.17,3152
1733.6,131.592,-394.2,-0.69,3153
1734.15,131.641,-396.8,-1.13,3154
1734.7,131.692,-396.5,-1.09,3155
1735.25,131.742,-399.5,-1.59,3156
1735.8,131.795,-399,-1.52,3157
1736.35,131.848,-400.4,-1.76,3158
1736.9,131.901,-400.5,-1.78,3159
1737.45,131.955,-398,-1.38,3160
1738,132.008,-406.9,-2.85,3161
1738.55,132.066,-405.3,-2.6,3162
1739.1,132.123,-398.7,-1.52,3163
1739.65,132.177,-399.5,-1.66,3164
1740.2,132.23,-397.5,-1.33,3165
1740.75,132.282,-402.1,-2.1,3166
1741.3,132.337,-403.4,-2.32,3167
1741.85,132.393,-403.1,-2.28,3168
1742.4,132.45,-408.3,-3.15,3169
1742.95,132.506,-402.1,-2.13,3170
1743.5,132.564,-408.2,-3.14,3171
1744.05,132.624,-408.9,-3.27,3172
1744.6,132.687,-405.6,-2.73,3173
1745.15,132.746,-410,-3.46,3174
1745.7,132.809,-408.8,-3.27,3175
1746.25,132.871,-411.6,-3.74,3176
1746.8,132.935,-410.4,-3.55,3177
1747.35,133,-415.2,-4.35,3178
1747.9,133.067,-413.8,-4.13,3179
1748.45,133.134,-407.1,-3.03,3180
1749,133.195,-408.2,-3.21,3181
1749.55,133.258,-417.2,-4.71,3182
1750.1,133.327,-417,-4.68,3183
1750.65,133.397,-410.2,-3.57,3184
1751.2,133.461,-406.7,-2.99,3185
1751.75,133.524,-410.9,-3.7,3186
1752.3,133.588,-415.6,-4.48,3187
1752.85,133.658,-417.5,-4.8,3188
1753.4,133.729,-420.6,-5.32,3189
1753.95,133.803,-410.5,-3.66,3190
1754.5,133.87,-418.7,-5.02,3191
1755.05,133.941,-417.6,-4.84,3192
1755.6,134.014,-419.6,-5.18,3193
1756.15,134.087,-422.7,-5.7,3194
1756.7,134.164,-416.3,-4.65,3195
1757.25,134.236,-422.1,-5.61,3196
1757.8,134.313,-421.3,-5.48,3197
1758.35,134.389,-421.2,-5.47,3198
1758.9,134.466,-423.7,-5.89,3199
1759.45,134.545,-423,-5.79,3200
1760,134.624,-422.8,-5.76,3201
1760.55,134.703,-426.1,-6.31,3202
1761.1,134.785,-424.6,-6.07,3203
1761.65,134.866,-425.9,-6.29,3204
1762.2,134.949,-429.4,-6.88,3205
1762.75,135.036,-438.2,-8.34,3206
1763.3,135.124,-430,-6.99,3207
1763.85,135.213,-434,-7.66,3208
1764.4,135.307,-434.6,-7.77,3209
1764.95,135.402,-434.3,-7.73,3210
1765.5,135.497,-434.7,-7.8,3211
1766.05,135.593,-430.7,-7.15,3212
1766.6,135.691,-428.7,-6.83,3213
1767.15,135.779,-435.8,-8.01,3214
1767.7,135.876,-432.5,-7.47,3215
1768.25,135.968,-426.8,-6.54,3216
1768.8,136.055,-431.9,-7.39,3217
1769.35,136.147,-437.9,-8.39,3218
1769.9,136.248,-434.8,-7.89,3219
1770.45,136.345,-438.3,-8.48,3220
1771,136.447,-439.8,-8.73,3221
1771.55,136.552,-440,-8.77,3222
1772.1,136.656,-436.9,-8.27,3223
1772.65,136.752,-438.3,-8.51,3224
1773.2,136.853,-435.9,-8.12,3225
1773.75,136.953,-437.9,-8.46,3226
1774.3,137.056,-439.2,-8.68,3227
1774.85,137.159,-431.6,-7.44,3228
1775.4,137.253,-431.7,-7.46,3229
1775.95,137.347,-436.6,-8.28,3230
1776.5,137.448,-435.5,-8.11,3231
1777.05,137.547,-433.4,-7.77,3232
1777.6,137.647,-436.9,-8.35,3233
1778.15,137.743,-438.3,-8.59,3234
1778.7,137.847,-435.8,-8.19,3235
1779.25,137.947,-433.2,-7.77,3236
1779.8,138.046,-436.6,-8.33,3237
1780.35,138.147,-434.9,-8.06,3238
1780.9,138.247,-437.5,-8.49,3239
1781.45,138.35,-437.7,-8.53,3240
1782,138.454,-434,-7.93,3241
1782.55,138.554,-439.6,-8.85,3242
1783.1,138.659,-440.5,-9.01,3243
1783.65,138.763,-439.1,-8.78,3244
1784.2,138.87,-443,-9.43,3245
1784.75,138.983,-440.8,-9.07,3246
1785.3,139.093,-440,-8.94,3247
1785.85,139.201,-442.3,-9.32,3248
1786.4,139.31,-438.9,-8.77,3249
1786.95,139.417,-437.5,-8.54,3250
1787.5,139.522,-437.6,-8.57,3251
1788.05,139.627,-439.3,-8.85,3252
1788.6,139.735,-441,-9.14,3253
1789.15,139.846,-437,-8.48,3254
1789.7,139.951,-440.9,-9.13,3255
1790.25,140.06,-434.1,-8.01,3256
1790.8,140.163,-441.2,-9.19,3257
1791.35,140.273,-440.7,-9.11,3258
1791.9,140.384,-436.8,-8.47,3259
1792.45,140.488,-435.3,-8.22,3260
1793,140.591,-440.4,-9.06,3261
1793.55,140.701,-438,-8.67,3262
1794.1,140.809,-440.1,-9.02,3263
1794.65,140.919,-440.8,-9.13,3264
1795.2,141.03,-441,-9.17,3265
1795.75,141.142,-438.5,-8.76,3266
1796.3,141.25,-439,-8.84,3267
1796.85,141.359,-436.2,-8.38,3268
1797.4,141.464,-438.8,-8.81,3269
1797.95,141.573,-442,-9.33,3270
1798.5,141.686,-433.9,-8,3271
1799.05,141.787,-433.6,-7.95,3272
1799.6,141.888,-437,-8.51,3273
1800.15,141.993,-432.8,-7.82,3274
1800.7,142.093,-436.4,-8.42,3275
1801.25,142.198,-438.6,-8.78,3276
1801.8,142.307,-441.7,-9.29,3277
1802.35,142.42,-437.6,-8.61,3278
1802.9,142.528,-438.2,-8.71,3279
1803.45,142.636,-434.8,-8.15,3280
1804,142.739,-435.5,-8.27,3281
1804.55,142.843,-431.8,-7.66,3282
1805.1,142.941,-435.3,-8.23,3283
1805.65,143.045,-439.4,-8.91,3284
1806.2,143.156,-439,-8.84,3285
1806.75,143.266,-440.2,-9.04,3286
1807.3,143.377,-434.1,-8.04,3287
1807.85,143.479,-430.8,-7.5,3288
1808.4,143.578,-437,-8.51,3289
1808.95,143.684,-440.6,-9.1,3290
1809.5,143.796,-436,-8.35,3291
1810.05,143.903,-440.5,-9.09,3292
1810.6,144.015,-439.2,-8.87,3293
1811.15,144.125,-434.3,-8.07,3294
1811.7,144.229,-431.7,-7.64,3295
1812.25,144.328,-435.7,-8.3,3296
1812.8,144.433,-436,-8.34,3297
1813.35,144.538,-436.8,-8.47,3298
1813.9,144.645,-433.5,-7.93,3299
1814.45,144.748,-436.8,-8.47,3300
1815,144.854,-435.6,-8.27,3301
1815.55,144.959,-433.4,-7.91,3302
1816.1,145.063,-439.8,-8.96,3303
1816.65,145.173,-435.3,-8.22,3304
1817.2,145.279,-434.6,-8.1,3305
1817.75,145.382,-433.5,-7.92,3306
1818.3,145.485,-440,-8.99,3307
1818.85,145.597,-436.4,-8.39,3308
1819.4,145.705,-438.9,-8.8,3309
1819.95,145.816,-441.9,-9.29,3310
1820.5,145.932,-439,-8.82,3311
1821.05,146.043,-430.3,-7.38,3312
1821.6,146.141,-434.6,-8.09,3313
1822.15,146.245,-437,-8.48,3314
1822.7,146.353,-436.1,-8.33,3315
1823.25,146.459,-433.9,-7.97,3316
1823.8,146.563,-435.2,-8.18,3317
1824.35,146.665,-426.9,-6.82,3318
1824.9,146.753,-436.1,-8.33,3319
1825.45,146.857,-432,-7.65,3320
1826,146.958,-433.5,-7.9,3321
1826.55,147.06,-431.3,-7.54,3322
1827.1,147.161,-435.7,-8.26,3323
1827.65,147.267,-437.9,-8.62,3324
1828.2,147.376,-438.9,-8.78,3325
1828.75,147.488,-439.5,-8.87,3326
1829.3,147.6,-437.2,-8.49,3327
1829.85,147.71,-439.1,-8.8,3328
1830.4,147.821,-434.7,-8.07,3329
1830.95,147.926,-430.2,-7.33,3330
1831.5,148.024,-430.3,-7.35,3331
1832.05,148.123,-435.5,-8.2,3332
1832.6,148.228,-432.2,-7.66,3333
1833.15,148.327,-429.1,-7.15,3334
1833.7,148.424,-433.9,-7.94,3335
1834.25,148.527,-435.2,-8.15,3336
1834.8,148.633,-436.6,-8.38,3337
1835.35,148.741,-436.2,-8.31,3338
1835.9,148.849,-432.2,-7.65,3339
1836.45,148.951,-435.2,-8.14,3340
1837,149.057,-436.2,-8.31,3341
1837.55,149.164,-434.9,-8.09,3342
1838.1,149.27,-437.3,-8.49,3343
1838.65,149.379,-433.5,-7.86,3344
1839.2,149.483,-433.5,-7.86,3345
1839.75,149.586,-427.7,-6.91,3346
1840.3,149.682,-433.4,-7.84,3347
1840.85,149.784,-427.8,-6.92,3348
1841.4,149.88,-429.1,-7.14,3349
1841.95,149.976,-428.3,-7,3350
1842.5,150.072,-428,-6.96,3351
1843.05,150.167,-427.8,-6.92,3352
1843.6,150.263,-429.3,-7.17,3353
1844.15,150.36,-428.5,-7.04,3354
1844.7,150.456,-431.6,-7.55,3355
1845.25,150.557,-431.6,-7.55,3356
1845.8,150.658,-430.2,-7.31,3357
1846.35,150.757,-431.5,-7.53,3358
1846.9,150.857,-430.9,-7.43,3359
1847.45,150.958,-432.3,-7.66,3360
1848,151.06,-433,-7.77,3361
1848.55,151.163,-430.9,-7.42,3362
1849.1,151.263,-429.3,-7.16,3363
1849.65,151.362,-435.1,-8.11,3364
1850.2,151.467,-428.4,-7.01,3365
1850.75,151.565,-432,-7.6,3366
1851.3,151.667,-432.6,-7.7,3367
1851.85,151.77,-432.3,-7.65,3368
1852.4,151.872,-433,-7.76,3369
1852.95,151.976,-433.3,-7.81,3370
1853.5,152.081,-434,-7.93,3371
1854.05,152.186,-432.1,-7.61,3372
1854.6,152.289,-431,-7.43,3373
1855.15,152.389,-432.4,-7.66,3374
1855.7,152.493,-430.8,-7.4,3375
1856.25,152.593,-429.4,-7.17,3376
1856.8,152.689,-431.1,-7.45,3377
1857.35,152.791,-435.3,-8.14,3378
1857.9,152.898,-433.4,-7.83,3379
1858.45,152.991,-433.7,-7.88,3380
1859,153.096,-433.7,-7.88,3381
1859.55,153.202,-434.9,-8.07,3382
1860.1,153.31,-438.4,-8.65,3383
1860.65,153.423,-433.9,-7.91,3384
1861.2,153.53,-433.8,-7.89,3385
1861.75,153.636,-432.3,-7.64,3386
1862.3,153.741,-434.3,-7.97,3387
1862.85,153.848,-436.7,-8.36,3388
1863.4,153.96,-441.2,-9.1,3389
1863.95,154.078,-440.6,-9,3390
1864.5,154.196,-434.7,-8.03,3391
1865.05,154.305,-435.7,-8.19,3392
1865.6,154.415,-437.2,-8.43,3393
1866.15,154.527,-438.4,-8.63,3394
1866.7,154.641,-442.4,-9.28,3395
1867.25,154.762,-440.9,-9.03,3396
1867.8,154.882,-439,-8.72,3397
1868.35,154.998,-441.3,-9.09,3398
1868.9,155.117,-440.3,-8.93,3399
1869.45,155.235,-437.6,-8.48,3400
1870,155.349,-437.9,-8.53,3401
1870.55,155.464,-442.3,-9.25,3402
1871.1,155.584,-436.9,-8.36,3403
1871.65,155.697,-437,-8.38,3404
1872.2,155.81,-438.5,-8.62,3405
1872.75,155.925,-440.7,-8.99,3406
1873.3,156.044,-446.4,-9.92,3407
1873.85,156.174,-447.1,-10.03,3408
1874.4,156.306,-444.3,-9.58,3409
1874.95,156.436,-439.5,-8.78,3410
1875.5,156.554,-440.6,-8.96,3411
1876.05,156.674,-444.6,-9.61,3412
1876.6,156.799,-438,-8.53,3413
1877.15,156.915,-440.5,-8.94,3414
1877.7,157.032,-439.5,-8.77,3415
1878.25,157.149,-438.7,-8.64,3416
1878.8,157.267,-444.1,-9.52,3417
1879.35,157.392,-441.9,-9.16,3418
1879.9,157.513,-436.5,-8.27,3419
1880.45,157.627,-437.4,-8.41,3420
1881,157.742,-439.8,-8.82,3421
1881.55,157.856,-437.8,-8.48,3422
1882.1,157.972,-441.2,-9.04,3423
1882.65,158.092,-440.7,-8.95,3424
1883.2,158.193,-441.1,-9.02,3425
1883.75,158.293,-445.4,-9.73,3426
1884.3,158.397,-441.4,-9.07,3427
1884.85,158.497,-435.6,-8.11,3428
1885.4,158.607,-434.4,-7.92,3429
1885.95,158.713,-432.3,-7.57,3430
1886.5,158.813,-430.6,-7.29,3431
1887.05,158.911,-423.1,-6.06,3432
1887.6,159.01,-425.9,-6.52,3433
1888.15,159.105,-421.1,-5.74,3434
1888.7,159.2,-427.9,-6.86,3435
1889.25,159.298,-431.7,-7.49,3436
1889.8,159.387,-428.7,-6.99,3437
1890.35,159.49,-428.3,-6.93,3438
1890.9,159.588,-430.5,-7.3,3439
1891.45,159.692,-431,-7.38,3440
1892,159.796,-432.2,-7.58,3441
1892.55,159.897,-434.5,-7.96,3442
1893.1,160.002,-431.5,-7.46,3443
1893.65,160.106,-431.5,-7.47,3444
1894.2,160.209,-431,-7.39,3445
1894.75,160.323,-432.9,-7.7,3446
1895.3,160.432,-432.1,-7.57,3447
1895.85,160.539,-432.1,-7.57,3448
1896.4,160.644,-435.7,-8.17,3449
1896.95,160.756,-434.8,-8.02,3450
1897.5,160.868,-435.3,-8.1,3451
1898.05,160.981,-436.1,-8.23,3452
1898.6,161.097,-434.7,-8,3453
1899.15,161.21,-441,-9.04,3454
1899.7,161.33,-440,-8.87,3455
1900.25,161.443,-435.5,-8.13,3456
1900.8,161.558,-430.1,-7.24,3457
1901.35,161.663,-428.2,-6.93,3458
1901.9,161.764,-431.9,-7.54,3459
1902.45,161.877,-427,-6.73,3460
1903,161.974,-426.3,-6.62,3461
1903.55,162.077,-424.9,-6.39,3462
1904.1,162.178,-425.4,-6.47,3463
1904.65,162.278,-423.8,-6.21,3464
1905.2,162.375,-428,-6.91,3465
1905.75,162.476,-423.5,-6.17,3466
1906.3,162.57,-430.5,-7.32,3467
1906.85,162.672,-433.5,-7.82,3468
1907.4,162.775,-427.5,-6.83,3469
1907.95,162.877,-428.3,-6.97,3470
1908.5,162.979,-427.8,-6.88,3471
1909.05,163.08,-428,-6.92,3472
1909.6,163.182,-431.2,-7.45,3473
1910.15,163.289,-429.2,-7.12,3474
1910.7,163.393,-438.1,-8.58,3475
1911.25,163.506,-437.7,-8.52,3476
1911.8,163.623,-430.9,-7.4,3477
1912.35,163.73,-429.2,-7.12,3478
1912.9,163.835,-437,-8.4,3479
1913.45,163.953,-442.4,-9.28,3480
1914,164.074,-440.3,-8.93,3481
1914.55,164.198,-443.7,-9.49,3482
1915.1,164.328,-441.5,-9.12,3483
1915.65,164.453,-437,-8.38,3484
1916.2,164.572,-438.5,-8.62,3485
1916.75,164.692,-439.3,-8.75,3486
1917.3,164.814,-438,-8.54,3487
1917.85,164.934,-436.3,-8.25,3488
1918.4,165.051,-442,-9.19,3489
1918.95,165.177,-440.4,-8.92,3490
1919.5,165.297,-438.7,-8.64,3491
1920.05,165.417,-433.4,-7.77,3492
1920.6,165.53,-436,-8.19,3493
1921.15,165.646,-439.3,-8.73,3494
1921.7,165.768,-437.2,-8.39,3495
1922.25,165.887,-436,-8.19,3496
1922.8,166.003,-434.9,-8,3497
1923.35,166.119,-441.5,-9.08,3498
1923.9,166.245,-438.2,-8.54,3499
1924.45,166.358,-435.8,-8.15,3500
1925,166.474,-432.7,-7.63,3501
1925.55,166.585,-438.6,-8.6,3502
1926.1,166.706,-437,-8.34,3503
1926.65,166.824,-440.3,-8.88,3504
1927.2,166.941,-431.2,-7.38,3505
1927.75,167.05,-432.6,-7.61,3506
1928.3,167.161,-432.2,-7.54,3507
1928.85,167.271,-432.3,-7.56,3508
1929.4,167.38,-431,-7.34,3509
1929.95,167.482,-428.8,-6.98,3510
1930.5,167.586,-434.7,-7.95,3511
1931.05,167.7,-431.4,-7.41,3512
1931.6,167.809,-429.9,-7.16,3513
1932.15,167.915,-424.8,-6.32,3514
1932.7,168.015,-427.6,-6.79,3515
1933.25,168.117,-423.2,-6.06,3516
1933.8,168.213,-421.8,-5.83,3517
1934.35,168.309,-427.4,-6.76,3518
1934.9,168.413,-429.4,-7.09,3519
1935.45,168.516,-425.6,-6.46,3520
1936,168.616,-426.9,-6.68,3521
1936.55,168.719,-435.8,-8.14,3522
1937.1,168.83,-434.3,-7.89,3523
1937.65,168.937,-425.6,-6.46,3524
1938.2,169.038,-426.3,-6.58,3525
1938.75,169.139,-425.8,-6.49,3526
1939.3,169.239,-427.6,-6.79,3527
1939.85,169.343,-432.1,-7.53,3528
1940.4,169.453,-432.7,-7.63,3529
1940.95,169.565,-432.2,-7.54,3530
1941.5,169.675,-426.7,-6.64,3531
1942.05,169.778,-426.4,-6.59,3532
1942.6,169.881,-435.2,-8.03,3533
1943.15,169.996,-432.9,-7.65,3534
1943.7,170.109,-434.5,-7.91,3535
1944.25,170.226,-435.8,-8.13,3536
1944.8,170.343,-436.9,-8.31,3537
1945.35,170.457,-435.8,-8.12,3538
1945.9,170.569,-436.7,-8.27,3539
1946.45,170.682,-435.8,-8.12,3540
1947,170.799,-436.2,-8.18,3541
1947.55,170.916,-437.8,-8.44,3542
1948.1,171.036,-438.6,-8.56,3543
1948.65,171.157,-436,-8.13,3544
1949.2,171.275,-436.9,-8.28,3545
1949.75,171.395,-431.6,-7.4,3546
1950.3,171.505,-429,-6.97,3547
1950.85,171.61,-426.4,-6.55,3548
1951.4,171.712,-423.3,-6.03,3549
1951.95,171.81,-427,-6.64,3550
1952.5,171.912,-422.6,-5.92,3551
1953.05,172.009,-422.1,-5.84,3552
1953.6,172.106,-427.2,-6.68,3553
1954.15,172.208,-423.7,-6.1,3554
1954.7,172.308,-429.8,-7.1,3555
1955.25,172.415,-427.7,-6.76,3556
1955.8,172.52,-431.9,-7.45,3557
1956.35,172.632,-427.5,-6.71,3558
1956.9,172.749,-432,-7.46,3559
1957.45,172.861,-433.1,-7.64,3560
1958,172.976,-438.1,-8.46,3561
1958.55,173.097,-431.7,-7.4,3562
1959.1,173.21,-436.2,-8.14,3563
1959.65,173.329,-433,-7.61,3564
1960.2,173.443,-436.4,-8.17,3565
1960.75,173.565,-436.5,-8.18,3566
1961.3,173.685,-439.7,-8.7,3567
1961.85,173.811,-437.4,-8.32,3568
1962.4,173.933,-435.9,-8.07,3569
1962.95,174.053,-435.4,-7.99,3570
1963.5,174.171,-436.2,-8.12,3571
1964.05,174.291,-434.4,-7.81,3572
1964.6,174.41,-437.8,-8.38,3573
1965.15,174.528,-432.8,-7.56,3574
1965.7,174.643,-435.4,-7.98,3575
1966.25,174.761,-431.7,-7.37,3576
1966.8,174.874,-434.7,-7.87,3577
1967.35,174.991,-438,-8.41,3578
1967.9,175.113,-432.2,-7.46,3579
1968.45,175.228,-433.2,-7.62,3580
1969,175.343,-435.2,-7.95,3581
1969.55,175.461,-436.4,-8.15,3582
1970.1,175.582,-440.9,-8.89,3583
1970.65,175.712,-440.8,-8.87,3584
1971.2,175.842,-443,-9.23,3585
1971.75,175.976,-439.2,-8.6,3586
1972.3,176.103,-438.8,-8.53,3587
1972.85,176.229,-439.7,-8.68,3588
1973.4,176.357,-440.9,-8.87,3589
1973.95,176.487,-437.3,-8.28,3590
1974.5,176.61,-437.3,-8.28,3591
1975.05,176.728,-436.3,-8.11,3592
1975.6,176.848,-429.2,-6.94,3593
1976.15,176.958,-428.3,-6.79,3594
1976.7,177.065,-421.1,-5.61,3595
1977.25,177.165,-425.5,-6.33,3596
1977.8,177.268,-428.6,-6.84,3597
1978.35,177.375,-428.1,-6.76,3598
1978.9,177.478,-427.2,-6.61,3599
1979.45,177.584,-435.2,-7.93,3600
1980,177.701,-422.5,-5.84,3601
1980.55,177.801,-421.7,-5.71,3602
1981.1,177.899,-419.8,-5.4,3603
1981.65,177.994,-423.4,-5.99,3604
1982.2,178.095,-422.5,-5.85,3605
1982.75,178.195,-425.4,-6.32,3606
1983.3,178.298,-426.7,-6.54,3607
1983.85,178.404,-427.6,-6.69,3608
1984.4,178.511,-423,-5.93,3609
1984.95,178.613,-429.5,-7,3610
1985.5,178.722,-429,-6.92,3611
1986.05,178.832,-429.8,-7.05,3612
1986.6,178.944,-432.3,-7.46,3613
1987.15,179.06,-435.8,-8.03,3614
1987.7,179.182,-439.7,-8.68,3615
1988.25,179.308,-436.6,-8.16,3616
1988.8,179.432,-440.7,-8.83,3617
1989.35,179.562,-439.2,-8.58,3618
1989.9,179.694,-436.9,-8.2,3619
1990.45,179.819,-430.4,-7.13,3620
1991,179.934,-441.5,-8.95,3621
1991.55,180.063,-438.1,-8.39,3622
1992.1,180.191,-432.5,-7.47,3623
1992.65,180.309,-437.3,-8.26,3624
1993.2,180.435,-439.4,-8.6,3625
1993.75,180.566,-439.9,-8.68,3626
1994.3,180.698,-441.9,-9.02,3627
1994.85,180.829,-436.4,-8.1,3628
1995.4,180.956,-438.8,-8.49,3629
1995.95,181.086,-437.6,-8.29,3630
1996.5,181.215,-441.9,-9,3631
1997.05,181.351,-440.6,-8.79,3632
1997.6,181.484,-437.8,-8.32,3633
1998.15,181.603,-442.4,-9.08,3634
1998.7,181.729,-442.3,-9.06,3635
1999.25,181.868,-439.2,-8.55,3636
1999.8,182.001,-443.4,-9.24,3637
2000.35,182.133,-441.3,-8.89,3638
2000.9,182.269,-436,-8.02,3639
2001.45,182.408,-439,-8.51,3640
2002,182.534,-438.4,-8.41,3641
2002.55,182.663,-441,-8.84,3642
2003.1,182.798,-440.4,-8.74,3643
2003.65,182.929,-441,-8.84,3644
2004.2,183.062,-440.6,-8.77,3645
2004.75,183.195,-443.4,-9.23,3646
2005.3,183.332,-437.9,-8.32,3647
2005.85,183.461,-443.6,-9.26,3648
2006.4,183.598,-443.3,-9.2,3649
2006.95,183.74,-441.1,-8.84,3650
2007.5,183.877,-437.9,-8.31,3651
2008.05,184.009,-439.4,-8.55,3652
2008.6,184.143,-438.2,-8.35,3653
2009.15,184.276,-442.4,-9.04,3654
2009.7,184.416,-441.1,-8.82,3655
2010.25,184.554,-438.8,-8.43,3656
2010.8,184.688,-443.2,-9.15,3657
2011.35,184.831,-440.2,-8.66,3658
2011.9,184.968,-438.4,-8.35,3659
2012.45,185.101,-435.5,-7.87,3660
2013,185.229,-433.3,-7.51,3661
2013.55,185.353,-439.3,-8.5,3662
2014.1,185.487,-438.8,-8.41,3663
2014.65,185.622,-437.7,-8.22,3664
2015.2,185.755,-438.4,-8.34,3665
2015.75,185.888,-435.7,-7.89,3666
2016.3,186.017,-435.4,-7.84,3667
2016.85,186.145,-435,-7.77,3668
2017.4,186.273,-434.3,-7.65,3669
2017.95,186.398,-434.6,-7.69,3670
2018.5,186.512,-432.4,-7.33,3671
2019.05,186.634,-427.2,-6.47,3672
2019.6,186.748,-430.6,-7.03,3673
2020.15,186.867,-428.9,-6.75,3674
